"title","category","year","month","day","millis"
"Nicky Henderson furious at BHA’s handling of Altior fitness saga","sport",2020,1,11,1578755100000
"UK hotel insolvencies hit five-year high as competition bites","travel",2020,1,6,1578268875000
"Trade war fears weigh on investors; UK, euro and US factories struggle - as it happened","business",2019,6,3,1559578867000
"Pollutionwatch: how livable zones can tackle air pollution","environment",2020,3,12,1584048642000
"Social care is crumbling, and Johnson’s immigration plans will only make it worse | Polly Toynbee","opinion",2020,2,20,1582219656000
"Energy bills: switch now to save more than £300","money",2020,1,10,1578664838000
"Two rarely seen works by Salvador Dalí reach market for first time","art and design",2018,2,7,1517983257000
"Labour promises 'managed migration' from EU after Brexit","politics",2019,11,11,1573464688000
"The great kava boom: how Fiji's beloved psychoactive brew is going global","world news",2020,2,4,1580852181000
"Trump defends tariffs despite signs of trouble in global markets","us news",2018,7,3,1530571658000
"Brexit Britain may soon find itself sinking faster than Venice","business",2020,1,26,1580022376000
"Liverpool led the way on water fountains | Letters","uk news",2018,10,17,1539791375000
"'This movement is just beginning': homeless moms evicted after taking over vacant house","us news",2020,1,15,1579086001000
"Why I won't miss Tesco's fake 'posh' deli, fish and meat counters | Tony Naylor","opinion",2019,1,29,1548765633000
"Bank of England deserves to be embarrassed about security breach","business",2019,12,19,1576767197000
"Brexit: Peugeot could seek compensation to keep UK factory open","business",2020,3,3,1583251818000
"Ending student quotas has been disastrous for higher education | Catherine Fletcher","opinion",2020,2,4,1580814039000
"Johnson's first meeting with Von der Leyen lays trade deal faultlines bare","politics",2020,1,8,1578507183000
"Jeremy Corbyn insists UK cannot remain in single market after Brexit","politics",2018,1,8,1515445888000
"Subscription suds: can a detergent-by-post model challenge the big brands?","business to business",2018,11,16,1542384815000
"EU will protect fishing communities in post-Brexit talks","business",2020,1,14,1579030905000
"Tesla triples deliveries of electric cars but share price tumbles","technology",2019,1,2,1546444099000
"Gold hits six-week high as traders look for Santa Rally – business live","business",2019,12,24,1577211383000
"McDonald's shuts 300 restaurants in China as coronavirus spreads","world news",2020,1,29,1580318050000
"Elon Musk set to cash in at Tesla as deliveries and shares soar","technology",2020,1,18,1579363232000
"M&S seeks to dress up image with range of affordable sportswear","business",2020,1,2,1577991264000
"Consumers will pay the price for short-term thinking on electricity, energy suppliers warn","australia news",2019,11,20,1574269232000
"Australian women win landmark vaginal mesh class action against Johnson & Johnson","australia news",2019,11,21,1574305200000
"Coal power becoming 'uninsurable' as firms refuse cover","environment",2019,12,2,1575266485000
"Aldi sales reach record £1bn at Christmas as it opens more stores","business",2020,1,6,1578299009000
"Airlines in crisis: Virgin and Qantas under pressure as government hints at support package","world news",2020,3,17,1584414128000
"Sainsbury’s falls behind Asda to become UK's third biggest supermarket chain","business",2019,4,2,1554194900000
"UK launches freeports consultation with aim to open first next year","politics",2020,2,9,1581285617000
"Move over, McDonald's: French taco poised for global expansion","world news",2019,3,15,1552659747000
"Erdoğan supplies cut-price food to stave off defeat in local elections","world news",2019,3,31,1554022814000
"Australia's unemployment rate at 5% after faster than expected fall","business",2018,10,18,1539848135000
"Federal Reserve cuts interest rates to near zero in attempt to prop up US economy","business",2020,3,16,1584342525000
"Markets wary as US-China trade talks end without breakthrough - as it happened","business",2018,8,24,1535115910000
"Chelsea to appeal after being hit with transfer ban for two windows by Fifa","football",2019,2,22,1550828752000
"UK house prices rise at their lowest annual rate in five years, ONS says","money",2018,10,17,1539801306000
"Tuesday briefing: Pressure on Corbyn to declare for single market","world news",2017,12,12,1513060214000
"French energy workers cut power to 30,000 in pensions protest","world news",2020,1,21,1579616675000
"Markets nervous amid new US-China tariffs and Trump's troubles - as it happened","business",2018,8,23,1535029226000
"'Melt-up' coinage could signal last hurrah for US stock market","business",2018,1,4,1515094054000
"IMF warns against no-deal Brexit, as trade war fears weigh on markets - as it happened","business",2018,9,17,1537201364000
"Tate and MoMa 'playing catch up' in collections of modern African art","art and design",2020,2,23,1582477623000
"Trafford Centre and Lakeside owner warns it could go bust after £2bn loss","business",2020,3,12,1584036294000
"Shell profits dented by fall in oil price","business",2019,10,31,1572523405000
"Trafford Centre and Lakeside owner warns it could go bust after £2bn loss","business",2020,3,12,1584036294000
"Stop griping about millennials: the odds have been stacked against them","money",2018,12,2,1543748432000
"Man who got swagger back for Aston Martin is ready for long game","business",2018,10,5,1538743626000
"How profit makes the fight for a coronavirus vaccine harder | Stephen Buranyi","opinion",2020,3,4,1583324983000
"Wednesday US briefing: Senate to vote on bills that could end shutdown","us news",2019,1,23,1548244176000
"Tate and MoMa 'playing catch up' in collections of modern African art","art and design",2020,2,23,1582477623000
"US retailer Sears files for bankruptcy","business",2018,10,15,1539588863000
"Malaysia investigates women who discussed their 'dehijabbing'","world news",2019,4,18,1555594472000
"Jeff Bezos buys lavish Beverly Hills estate for record $165m – report","technology",2020,2,13,1581619814000
"Coke and Pepsi sued for creating a plastic pollution ‘nuisance’","environment",2020,2,27,1582841795000
"The cult of ‘smellness’: what’s behind the extraordinary rise in sales of scented candles?","fashion",2018,12,19,1545213626000
"What a points-based immigration system might mean for the UK","uk news",2020,1,28,1580231678000
"Coronavirus has delivered a hammer blow to Australia's economy. What happens next?","business",2020,3,20,1584730817000
"Fever-Tree issues profit warning as festive sales lose fizz","business",2020,1,20,1579519946000
"Football transfer rumours: Pope to take over as Chelsea's No 1?","football",2020,2,4,1580806787000
"Ministers snub proposals to fund public-interest reporting","media",2020,1,27,1580156758000
"Brexit: EU fishing row threatens to snag May’s customs union plan","politics",2018,11,1,1541073956000
"Sadiq Khan announces 100 new drinking fountains for London","uk news",2018,10,11,1539285901000
"AFP investigates payments by Westpac customers allegedly linked to child exploitation","australia news",2019,11,21,1574305528000
"Stock markets stage sharp sell-off amid fear of Italy-EU budget fight","business",2018,10,8,1539023818000
"Post-Brexit trade talks: what are the next steps?","politics",2020,2,25,1582623567000
"Plus-size male models fill increasing gap in fashion industry niche","fashion",2019,10,18,1571388081000
"We let finance rip and flogged our assets. Austerity was bound to follow | Will Hutton","opinion",2018,10,14,1539504016000
"Is uncertainty lifting now Brexit is finally happening? Experts debate the data","business",2020,1,30,1580365808000
"Football transfer rumours: Alexandre Lacazette to Atlético Madrid?","football",2020,1,14,1578992835000
"Help-to-buy pushes Persimmon profits up by 13%","business",2018,8,22,1534938642000
"Nurses' union urges Labor to block free trade deals that hurt working conditions","australia news",2019,10,14,1571033808000
"The Guardian view on homelessness: the right to a roof | Editorial","opinion",2018,12,16,1544984705000
"American firms aren't beholden to America – but that's news to Trump | Robert Reich","opinion",2020,1,11,1578729660000
"Britain’s rail misery sums up the Tories’ failed pro-market dogma | Owen Jones","opinion",2018,1,2,1514893967000
"Canada Goose shares slide amid Beijing-Ottawa row over Huawei CFO arrest","world news",2018,12,12,1544642968000
"Brexit: MEPs ratify UK withdrawal agreement","politics",2020,1,29,1580323347000
"Why Women Have Better Sex Under Socialism by Kristen Ghodsee – review","books",2018,11,9,1541776454000
"Wealthy people are spending less – are they seeing signs of a recession?","business",2019,11,18,1574060429000
"The Guardian view on Boris Johnson’s parliament: opposition needs a purpose | Editorial","opinion",2019,12,20,1576866624000
"May I have a word… about marketing speak | Jonathan Bouquet","from the observer",2018,7,22,1532235609000
"Black Monday review – flashy Wall Street comedy is an unsafe bet","television & radio",2019,1,19,1547884809000
"BP profits fall sharply after weak oil and gas prices","business",2020,2,4,1580838643000
"Property prices jump in Ireland as housing market recovers","business",2017,11,9,1510212310000
"No-deal Brexit: Amazon blamed for lack of food warehouse space","business",2018,11,27,1543337438000
"Stock markets roiled as US-China trade dispute escalates","business",2018,6,20,1529462488000
"Tories express concern over Huawei role in UK 5G network","technology",2020,2,8,1581157959000
